(*number of unique page views of union college's website homepage from Saturday, April 12, 2008 to Saturday, January 1, 2011*)
4,831
4,595
4,418
4,133
3,315
1,838
2,193
4,354
4,428
3,771
3,734
3,114
1,590
2,209
4,435
4,363
3,893
4,008
3,067
1,352
1,879
3,542
4,640
4,343
4,410
3,519
1,681
2,140
4,536
4,101
3,955
3,782
3,356
1,593
2,191
4,249
3,926
3,503
3,362
3,019
1,630
2,059
3,661
3,478
3,338
3,577
2,594
1,314
1,533
3,147
2,968
2,811
2,682
2,418
1,110
1,316
3,027
2,994
2,618
2,690
1,173
869
1,259
2,848
2,989
2,813
2,694
2,280
1,046
1,375
3,029
2,870
2,874
2,848
2,368
1,056
1,316
3,032
3,336
3,028
2,915
2,206
1,105
1,343
3,456
3,643
3,159
2,876
2,610
1,113
1,616
3,191
3,186
3,058
3,061
2,777
1,522
1,755
3,133
3,343
3,246
3,192
2,568
1,419
1,702
3,563
3,406
3,558
3,521
3,007
1,730
1,993
3,794
3,657
3,661
3,446
3,125
2,048
2,235
4,387
4,352
4,191
4,075
3,493
2,379
2,422
4,021
5,485
5,828
5,226
4,555
3,455
3,718
5,507
5,350
4,964
4,741
4,163
3,204
3,449
5,589
5,248
5,031
4,807
4,204
2,780
3,659
5,501
5,432
5,388
5,162
3,823
3,162
3,609
5,677
5,499
5,137
5,053
4,610
3,463
3,602
5,626
5,832
5,386
5,214
4,640
3,381
3,887
6,052
5,960
5,337
5,007
4,269
3,281
3,588
5,732
5,712
5,295
5,125
4,323
2,968
3,543
6,285
6,109
5,881
5,635
4,440
2,978
3,539
5,717
5,301
5,063
4,929
4,294
3,288
3,636
5,674
5,033
4,994
4,815
3,987
2,869
3,101
4,791
3,928
2,884
1,600
2,075
2,144
2,634
4,476
4,097
4,431
4,246
3,638
2,233
2,261
3,788
3,773
3,618
3,784
3,354
1,890
2,080
4,234
3,975
3,782
3,508
2,810
1,752
1,882
3,272
2,965
2,402
1,650
1,146
1,545
1,631
2,354
2,528
2,503
1,982
1,931
2,558
3,556
6,239
5,810
5,375
5,158
4,535
2,811
3,521
5,636
5,547
5,293
5,081
4,476
2,826
3,609
5,311
5,178
5,384
5,014
4,537
2,810
3,424
5,388
5,215
5,097
5,000
4,372
2,669
3,417
5,509
5,721
5,595
5,130
4,902
3,214
3,446
6,064
5,648
5,613
5,350
4,697
2,937
3,413
5,597
6,088
5,191
4,851
4,269
2,940
3,542
5,937
6,063
5,516
5,362
4,840
2,816
3,620
6,726
6,621
6,035
5,747
4,335
2,756
3,416
6,077
5,831
5,553
5,447
5,058
4,106
4,691
6,189
2,476
0
0
0
0
0
1
0
0
1,229
4,075
2,658
3,512
6,360
6,050
5,447
4,901
3,794
2,090
2,933
5,277
5,204
4,691
4,636
3,983
2,338
3,131
5,128
4,757
4,822
4,818
4,166
2,440
3,229
5,235
4,881
4,726
4,721
3,823
2,117
3,074
5,324
5,143
5,124
4,683
3,816
1,931
2,856
5,278
5,158
4,743
4,264
3,735
2,387
2,772
5,464
5,189
4,698
4,394
3,868
1,743
2,497
5,085
4,813
4,900
4,602
3,949
1,743
2,599
5,422
4,884
4,475
4,334
3,452
1,831
2,147
3,893
4,718
4,527
4,396
3,697
2,129
2,848
4,952
4,483
3,915
3,710
3,188
2,188
2,632
3,965
3,659
4,190
3,466
2,854
1,330
1,496
3,440
3,358
3,017
2,990
2,537
1,315
1,587
3,527
3,492
3,252
2,960
2,173
1,106
1,056
1,728
3,227
3,280
3,150
2,615
1,375
1,559
3,338
3,328
3,310
3,028
2,570
1,318
1,522
3,383
3,297
3,354
2,915
2,687
872
1,724
3,358
3,337
3,131
3,004
2,603
1,315
1,701
3,519
3,547
3,320
3,376
2,686
1,343
1,654
3,446
3,468
3,353
3,822
3,045
1,536
1,985
3,415
3,547
3,574
3,601
3,051
1,709
2,202
4,159
4,053
3,939
3,781
3,315
1,895
2,364
4,325
4,473
4,439
4,262
4,171
2,953
3,237
6,064
6,751
6,193
5,940
4,899
3,462
4,310
5,956
5,658
5,540
5,350
4,691
3,243
4,129
6,027
5,749
5,550
5,822
5,297
3,528
4,282
6,564
6,495
5,927
5,838
4,945
3,238
4,099
6,134
6,039
5,769
5,927
4,983
3,374
4,109
6,246
6,439
5,994
6,269
5,199
3,774
4,301
6,590
6,646
6,029
5,857
5,119
3,386
4,318
6,350
6,150
5,804
5,630
5,052
3,149
3,902
6,686
6,494
6,305
6,328
4,914
3,408
4,064
6,593
6,156
5,698
5,479
4,918
3,586
4,186
5,914
5,820
5,633
5,200
4,217
2,878
3,185
4,830
4,067
3,071
1,783
2,132
2,357
2,837
4,755
4,604
5,150
4,247
3,708
2,321
2,800
4,147
3,905
3,675
3,590
3,356
2,282
2,453
4,152
4,155
4,636
4,094
3,131
1,990
2,157
3,585
3,314
3,167
2,587
1,525
1,226
1,855
2,398
2,585
2,657
2,496
2,188
2,461
